ID студента,Вопрос №,Вопрос,Эталонный ответ,Ответ студента,Балл
202225017,10,Какое оборудование предназначено для передвижения машины и передачи давления от веса машины на основание,Ходовое оборудование,,0
202225017,8,Что в строительной машине является источником преобразования энергии в механическую работу?,Силовая установка (двигатель),,0
202225017,3,Основное назначение строительных машин?,"Создание строительной продукции определенного качества, регламентируемой нормами.",,0
202225017,1,"Как называется устройство, выполняющее механические движения для преобразования энергии, материалов и информации с целью замены или облегчения физического и умственного труда?",Машина,,0
202225017,2,"Как называется система тел, предназначенная для преобразования движения одного или нескольких твердых тел в требуемые движения других тел?",Механизм,,0
202225017,7,К какому типу строительных машин относятся экскаваторы?,Землеройные машины,,0
202225017,9,С помощью какого оборудования осуществляется технологическая операция?,Рабочее оборудование,,0
202225017,6,"К какому типу строительных машин относятся домкраты, тали, лебедки, подъемники грузовые и краны?",Грузоподъемные машины,Башен кран ‌， ‌ бетон взбива транспортер， думпкар думкар,1
202225017,5,"Как называются работы, при производстве которых используются машины и оборудование с устройствами автоматического регулирования и контроля за ходом технологического процесса?",Автоматизированные работы,Автоматическое управление， управление процессом,1
202225017,4,"Как называются работы, при выполнении которых операции осуществляются при помощи машин, агрегатов или другого оборудования?",Механизированнные работы,Промышлен робот систем оператор ‌,1
202225017,11,Какие механизмы используются для связи силового оборудования с рабочим и ходовым? ,Передаточные механизмы,Защитить заземление и другие потенциальные задачи,1
202225017,12,"Как называется система, которая для запуска и останова силового оборудования?",Система управления,Система управления электроприводом,2
202225105,2,"Как называется система тел, предназначенная для преобразования движения одного или нескольких твердых тел в требуемые движения других тел?",Механизм,,0
202225105,9,С помощью какого оборудования осуществляется технологическая операция?,Рабочее оборудование,,0
202225105,1,"Как называется устройство, выполняющее механические движения для преобразования энергии, материалов и информации с целью замены или облегчения физического и умственного труда?",Машина,,0
202225105,3,Основное назначение строительных машин?,"Создание строительной продукции определенного качества, регламентируемой нормами.",,0
202225105,7,К какому типу строительных машин относятся экскаваторы?,Землеройные машины,,0
202225105,4,"Как называются работы, при выполнении которых операции осуществляются при помощи машин, агрегатов или другого оборудования?",Механизированнные работы,,0
202225105,5,"Как называются работы, при производстве которых используются машины и оборудование с устройствами автоматического регулирования и контроля за ходом технологического процесса?",Автоматизированные работы,,0
202225105,10,Какое оборудование предназначено для передвижения машины и передачи давления от веса машины на основание,Ходовое оборудование,Ходовая система,1
202225105,8,Что в строительной машине является источником преобразования энергии в механическую работу?,Силовая установка (двигатель),Двигатель,2
202225105,6,"К какому типу строительных машин относятся домкраты, тали, лебедки, подъемники грузовые и краны?",Грузоподъемные машины,Грузоподъемные машины,2
202225105,11,Какие механизмы используются для связи силового оборудования с рабочим и ходовым? ,Передаточные механизмы,Трансмиссионные механизмы,1
202225105,12,"Как называется система, которая для запуска и останова силового оборудования?",Система управления,Система управления,2
202123925,11,Какие механизмы используются для связи силового оборудования с рабочим и ходовым? ,Передаточные механизмы,,0
202123925,5,"Как называются работы, при производстве которых используются машины и оборудование с устройствами автоматического регулирования и контроля за ходом технологического процесса?",Автоматизированные работы,,0
202123925,8,Что в строительной машине является источником преобразования энергии в механическую работу?,Силовая установка (двигатель),,0
202123925,4,"Как называются работы, при выполнении которых операции осуществляются при помощи машин, агрегатов или другого оборудования?",Механизированнные работы,,0
202123925,10,Какое оборудование предназначено для передвижения машины и передачи давления от веса машины на основание,Ходовое оборудование,,0
202123925,6,"К какому типу строительных машин относятся домкраты, тали, лебедки, подъемники грузовые и краны?",Грузоподъемные машины,,0
202123925,12,"Как называется система, которая для запуска и останова силового оборудования?",Система управления,,0
202123925,2,"Как называется система тел, предназначенная для преобразования движения одного или нескольких твердых тел в требуемые движения других тел?",Механизм,"Описанная вами система тел называется ""механизмом"". Механизмы представляют собой устройства， состоящие из соединенных твердых тел (звеньев)， которые обеспечивают определенные типы движения. Механизмы используются для преобразования одного или нескольких видов движения в другие виды движения.  Примеры механизмов включают в себя зубчатые передачи， рычаги， шатуны， кулисы и т. д. Они широко применяются в различных областях， таких как машиностроение， автомобилестроение， робототехника， часовое дело и другие.  Механизмы могут быть простыми， состоящими из нескольких звеньев， или сложными， включающими большое количество звеньев и связей. Каждое звено механизма имеет определенные свойства и ограничения， которые определяют тип движения， которое может быть передано через механизм.",2
202123925,1,"Как называется устройство, выполняющее механические движения для преобразования энергии, материалов и информации с целью замены или облегчения физического и умственного труда?",Машина,"Описанное вами устройство называется ""машина"". Машины выполняют механические движения для преобразования энергии， материалов и информации с целью замены или облегчения физического и умственного труда человека.  Машины широко используются в различных областях промышленности， производства и повседневной жизни для выполнения разнообразных задач. Они могут быть механическими， электрическими， гидравлическими， пневматическими и других типов， в зависимости от специфики задачи， для которой они предназначены.  Примеры машин включают в себя двигатели， транспортные средства， производственное оборудование， компьютеры， бытовую технику и другие устройства， которые помогают улучшить эффективность и производительность человеческого труда.",2
202123925,9,С помощью какого оборудования осуществляется технологическая операция?,Рабочее оборудование,Производственное оборудование: Это может включать станки， конвейеры， роботы и другие устройства， используемые для производства товаров или предоставления услуг. Компьютеры и программное обеспечение: Компьютеры и специализированное программное обеспечение могут быть важными инструментами для управления и контроля технологических операций. Измерительное оборудование: Датчики， приборы измерения и другие устройства могут использоваться для контроля качества продукции или процессов. Транспортное оборудование: Для перемещения материалов или продукции между различными этапами технологического процесса может потребоваться специализированное транспортное оборудование. Оборудование для обработки материалов: Например， печи， прессовочные машины， сварочное оборудование и другие устройства для обработки материалов.,2
202123925,3,Основное назначение строительных машин?,"Создание строительной продукции определенного качества, регламентируемой нормами.",Земляные работы: Экскаваторы， бульдозеры， погрузчики и другие машины используются для земляных работ， включая выемку， транспортировку и укладку грунта. Строительство дорог и дорожное оборудование: Автогрейдеры， дорожные катки， асфальтоукладчики и другие машины применяются для строительства и обслуживания дорог. Строительство зданий: Краны， бетононасосы， строительные лебедки и другие машины используются для строительства зданий и сооружений. Транспортировка материалов: Грузовики， самосвалы， бетоносмесители и другие машины предназначены для транспортировки материалов на строительные объекты. Демонтаж и разрушение: Специализированные машины， такие как демонтажные экскаваторы и дробилки， используются для демонтажа и разрушения старых зданий и сооружений. Подъем и перемещение грузов: Краны различных типов (подъемные краны， башенные краны， автокраны и др.) применяются для подъема и перемещения грузов на строительных объектах.,2
202123925,7,К какому типу строительных машин относятся экскаваторы?,Землеройные машины,Экскаваторы относятся к типу строительных машин， известных как землеройные машины. Эти машины предназначены для выполнения различных земляных работ на строительных площадках， таких как выемка грунта， погрузка и транспортировка материалов， укладка труб и другие задачи， связанные с перемещением и обработкой грунта.  Экскаваторы обычно состоят из ковша (лопаты)， приводимого в движение гидравлическими цилиндрами， и гусеничного шасси， что обеспечивает им мобильность на неровной поверхности. Эти машины широко используются на строительных площадках， в горнодобывающей промышленности， при дорожных работах и в других отраслях для выполнения различных задач по перемещению и обработке грунта.,2
202225018,12,"Как называется система, которая для запуска и останова силового оборудования?",Система управления,,0
202225018,10,Какое оборудование предназначено для передвижения машины и передачи давления от веса машины на основание,Ходовое оборудование,,0
202225018,5,"Как называются работы, при производстве которых используются машины и оборудование с устройствами автоматического регулирования и контроля за ходом технологического процесса?",Автоматизированные работы,,0
202225018,3,Основное назначение строительных машин?,"Создание строительной продукции определенного качества, регламентируемой нормами.",,0
202225018,8,Что в строительной машине является источником преобразования энергии в механическую работу?,Силовая установка (двигатель),,0
202225018,1,"Как называется устройство, выполняющее механические движения для преобразования энергии, материалов и информации с целью замены или облегчения физического и умственного труда?",Машина,,0
202225018,4,"Как называются работы, при выполнении которых операции осуществляются при помощи машин, агрегатов или другого оборудования?",Механизированнные работы,,0
202225018,11,Какие механизмы используются для связи силового оборудования с рабочим и ходовым? ,Передаточные механизмы,1.​​Шестеренчатая передача  2.  ​​Ременно-цепная передача  3.  ​​Гидравлическая система​​ 4.  ​​Электрическая передача​​ 5.  ​​Механические соединители​​  6.  ​​Пневматическая система​​   7.  ​​Комбинированные системы​​,1
202225018,2,"Как называется система тел, предназначенная для преобразования движения одного или нескольких твердых тел в требуемые движения других тел?",Механизм,Система тел， предназначенная для преобразования движения одного или нескольких твердых тел в требуемые движения других тел， называется ​​механической передачей​​ или ​​системой механической передачи​​.,2
202225018,7,К какому типу строительных машин относятся экскаваторы?,Землеройные машины,Экскаваторы относятся к типу землеройных машин.,2
